date,seq,value,x,y,z
2010/12/17,2010344,703,7,0,3
2010/12/18,2010345,20,0,2,0
2010/12/19,2010346,33,0,3,3
2010/12/20,2010347,469,4,6,9
2010/12/21,2010348,97,0,9,7
2010/12/22,2010349,638,6,3,8
2010/12/23,2010350,194,1,9,4
2010/12/24,2010351,245,2,4,5
2010/12/25,2010352,295,2,9,5
2010/12/26,2010353,85,0,8,5
2010/12/27,2010354,537,5,3,7
2010/12/28,2010355,804,8,0,4
2010/12/29,2010356,869,8,6,9
2010/12/30,2010357,510,5,1,0
2010/12/31,2010358,228,2,2,8
2011/1/1,2011001,142,1,4,2
2011/1/2,2011002,726,7,2,6
2011/1/3,2011003,937,9,3,7
2011/1/4,2011004,640,6,4,0
2011/1/5,2011005,571,5,7,1
2011/1/6,2011006,242,2,4,2
2011/1/7,2011007,285,2,8,5
2011/1/8,2011008,982,9,8,2
2011/1/9,2011009,176,1,7,6
2011/1/10,2011010,573,5,7,3
2011/1/11,2011011,635,6,3,5
2011/1/12,2011012,587,5,8,7
2011/1/13,2011013,879,8,7,9
2011/1/14,2011014,277,2,7,7
2011/1/15,2011015,809,8,0,9
2011/1/16,2011016,777,7,7,7
2011/1/17,2011017,813,8,1,3
2011/1/18,2011018,141,1,4,1
2011/1/19,2011019,358,3,5,8
2011/1/20,2011020,164,1,6,4
2011/1/21,2011021,215,2,1,5
2011/1/22,2011022,782,7,8,2
2011/1/23,2011023,777,7,7,7
2011/1/24,2011024,388,3,8,8
2011/1/25,2011025,546,5,4,6
2011/1/26,2011026,591,5,9,1
2011/1/27,2011027,677,6,7,7
2011/1/28,2011028,347,3,4,7
2011/1/29,2011029,679,6,7,9
2011/1/30,2011030,13,0,1,3
2011/1/31,2011031,937,9,3,7
2011/2/1,2011032,265,2,6,5
2011/2/9,2011033,106,1,0,6
2011/2/10,2011034,200,2,0,0
2011/2/11,2011035,219,2,1,9
2011/2/12,2011036,350,3,5,0
2011/2/13,2011037,63,0,6,3
2011/2/14,2011038,404,4,0,4
2011/2/15,2011039,784,7,8,4
2011/2/16,2011040,958,9,5,8
2011/2/17,2011041,286,2,8,6
2011/2/18,2011042,208,2,0,8
2011/2/19,2011043,133,1,3,3
2011/2/20,2011044,456,4,5,6
2011/2/21,2011045,224,2,2,4
2011/2/22,2011046,816,8,1,6
2011/2/23,2011047,954,9,5,4
2011/2/24,2011048,458,4,5,8
2011/2/25,2011049,730,7,3,0
2011/2/26,2011050,316,3,1,6
2011/2/27,2011051,281,2,8,1
2011/2/28,2011052,57,0,5,7
2011/3/1,2011053,278,2,7,8
2011/3/2,2011054,518,5,1,8
2011/3/3,2011055,742,7,4,2
2011/3/4,2011056,940,9,4,0
2011/3/5,2011057,30,0,3,0
2011/3/6,2011058,62,0,6,2
2011/3/7,2011059,960,9,6,0
2011/3/8,2011060,528,5,2,8
2011/3/9,2011061,843,8,4,3
2011/3/10,2011062,160,1,6,0
2011/3/11,2011063,806,8,0,6
2011/3/12,2011064,725,7,2,5
2011/3/13,2011065,420,4,2,0
2011/3/14,2011066,809,8,0,9
2011/3/15,2011067,544,5,4,4
2011/3/16,2011068,108,1,0,8
2011/3/17,2011069,753,7,5,3
2011/3/18,2011070,334,3,3,4
2011/3/19,2011071,782,7,8,2
2011/3/20,2011072,428,4,2,8
2011/3/21,2011073,172,1,7,2
2011/3/22,2011074,87,0,8,7
2011/3/23,2011075,287,2,8,7
2011/3/24,2011076,746,7,4,6
2011/3/25,2011077,206,2,0,6
2011/3/26,2011078,246,2,4,6
2011/3/27,2011079,785,7,8,5
2011/3/28,2011080,648,6,4,8
2011/3/29,2011081,100,1,0,0
2011/3/30,2011082,491,4,9,1
2011/3/31,2011083,868,8,6,8
2011/4/1,2011084,721,7,2,1
2011/4/2,2011085,337,3,3,7
2011/4/3,2011086,368,3,6,8
2011/4/4,2011087,194,1,9,4
2011/4/5,2011088,342,3,4,2
2011/4/6,2011089,219,2,1,9
2011/4/7,2011090,796,7,9,6
2011/4/8,2011091,315,3,1,5
2011/4/9,2011092,431,4,3,1
2011/4/10,2011093,369,3,6,9
2011/4/11,2011094,849,8,4,9
2011/4/12,2011095,784,7,8,4
2011/4/13,2011096,6,0,0,6
2011/4/14,2011097,429,4,2,9
2011/4/15,2011098,22,0,2,2
2011/4/16,2011099,652,6,5,2
2011/4/17,2011100,714,7,1,4
2011/4/18,2011101,886,8,8,6
2011/4/19,2011102,329,3,2,9
2011/4/20,2011103,666,6,6,6
2011/4/21,2011104,329,3,2,9
2011/4/22,2011105,927,9,2,7
2011/4/23,2011106,158,1,5,8
2011/4/24,2011107,907,9,0,7
2011/4/25,2011108,788,7,8,8
2011/4/26,2011109,920,9,2,0
2011/4/27,2011110,247,2,4,7
2011/4/28,2011111,523,5,2,3
2011/4/29,2011112,574,5,7,4
2011/4/30,2011113,294,2,9,4
2011/5/1,2011114,628,6,2,8
2011/5/2,2011115,827,8,2,7
2011/5/3,2011116,178,1,7,8
2011/5/4,2011117,358,3,5,8
2011/5/5,2011118,727,7,2,7
2011/5/6,2011119,83,0,8,3
2011/5/7,2011120,759,7,5,9
2011/5/8,2011121,220,2,2,0
2011/5/9,2011122,555,5,5,5
2011/5/10,2011123,769,7,6,9
2011/5/11,2011124,791,7,9,1
2011/5/12,2011125,6,0,0,6
2011/5/13,2011126,55,0,5,5
2011/5/14,2011127,467,4,6,7
2011/5/15,2011128,691,6,9,1
2011/5/16,2011129,82,0,8,2
2011/5/17,2011130,38,0,3,8
2011/5/18,2011131,454,4,5,4
2011/5/19,2011132,418,4,1,8
2011/5/20,2011133,16,0,1,6
2011/5/21,2011134,225,2,2,5
2011/5/22,2011135,809,8,0,9
2011/5/23,2011136,559,5,5,9
2011/5/24,2011137,958,9,5,8
2011/5/25,2011138,475,4,7,5
2011/5/26,2011139,265,2,6,5
2011/5/27,2011140,819,8,1,9
2011/5/28,2011141,915,9,1,5
2011/5/29,2011142,789,7,8,9
2011/5/30,2011143,58,0,5,8
2011/5/31,2011144,644,6,4,4
2011/6/1,2011145,494,4,9,4
2011/6/2,2011146,500,5,0,0
2011/6/3,2011147,163,1,6,3
2011/6/4,2011148,439,4,3,9
2011/6/5,2011149,926,9,2,6
2011/6/6,2011150,773,7,7,3
2011/6/7,2011151,541,5,4,1
2011/6/8,2011152,721,7,2,1
2011/6/9,2011153,456,4,5,6
2011/6/10,2011154,682,6,8,2
2011/6/11,2011155,256,2,5,6
2011/6/12,2011156,212,2,1,2
2011/6/13,2011157,582,5,8,2
2011/6/14,2011158,608,6,0,8
2011/6/15,2011159,769,7,6,9
2011/6/16,2011160,510,5,1,0
2011/6/17,2011161,371,3,7,1
2011/6/18,2011162,573,5,7,3
2011/6/19,2011163,635,6,3,5
2011/6/20,2011164,704,7,0,4
2011/6/21,2011165,162,1,6,2
2011/6/22,2011166,454,4,5,4
2011/6/23,2011167,941,9,4,1
2011/6/24,2011168,17,0,1,7
2011/6/25,2011169,922,9,2,2
2011/6/26,2011170,157,1,5,7
2011/6/27,2011171,725,7,2,5
2011/6/28,2011172,227,2,2,7
2011/6/29,2011173,763,7,6,3
2011/6/30,2011174,412,4,1,2
2011/7/1,2011175,262,2,6,2
2011/7/2,2011176,905,9,0,5
2011/7/3,2011177,697,6,9,7
2011/7/4,2011178,145,1,4,5
2011/7/5,2011179,170,1,7,0
2011/7/6,2011180,804,8,0,4
2011/7/7,2011181,918,9,1,8
2011/7/8,2011182,353,3,5,3
2011/7/9,2011183,341,3,4,1
2011/7/10,2011184,209,2,0,9
2011/7/11,2011185,767,7,6,7
2011/7/12,2011186,242,2,4,2
2011/7/13,2011187,931,9,3,1
2011/7/14,2011188,430,4,3,0
2011/7/15,2011189,472,4,7,2
2011/7/16,2011190,464,4,6,4
2011/7/17,2011191,351,3,5,1
2011/7/18,2011192,746,7,4,6
2011/7/19,2011193,868,8,6,8
2011/7/20,2011194,210,2,1,0
2011/7/21,2011195,385,3,8,5
2011/7/22,2011196,415,4,1,5
2011/7/23,2011197,638,6,3,8
2011/7/24,2011198,985,9,8,5
2011/7/25,2011199,263,2,6,3
2011/7/26,2011200,552,5,5,2
2011/7/27,2011201,348,3,4,8
2011/7/28,2011202,750,7,5,0
2011/7/29,2011203,17,0,1,7
2011/7/30,2011204,127,1,2,7
2011/7/31,2011205,341,3,4,1
2011/8/1,2011206,144,1,4,4
2011/8/2,2011207,699,6,9,9
2011/8/3,2011208,439,4,3,9
2011/8/4,2011209,992,9,9,2
2011/8/5,2011210,540,5,4,0
2011/8/6,2011211,779,7,7,9
2011/8/7,2011212,862,8,6,2
2011/8/8,2011213,109,1,0,9
2011/8/9,2011214,911,9,1,1
2011/8/10,2011215,457,4,5,7
2011/8/11,2011216,969,9,6,9
2011/8/12,2011217,618,6,1,8
2011/8/13,2011218,648,6,4,8
2011/8/14,2011219,485,4,8,5
2011/8/15,2011220,999,9,9,9
2011/8/16,2011221,69,0,6,9
2011/8/17,2011222,713,7,1,3
2011/8/18,2011223,345,3,4,5
2011/8/19,2011224,610,6,1,0
2011/8/20,2011225,863,8,6,3
2011/8/21,2011226,242,2,4,2
2011/8/22,2011227,84,0,8,4
2011/8/23,2011228,820,8,2,0
2011/8/24,2011229,176,1,7,6
2011/8/25,2011230,936,9,3,6
2011/8/26,2011231,827,8,2,7
2011/8/27,2011232,452,4,5,2
2011/8/28,2011233,2,0,0,2
2011/8/29,2011234,211,2,1,1
2011/8/30,2011235,56,0,5,6
2011/8/31,2011236,634,6,3,4
2011/9/1,2011237,662,6,6,2
2011/9/2,2011238,301,3,0,1
2011/9/3,2011239,787,7,8,7
2011/9/4,2011240,975,9,7,5
2011/9/5,2011241,868,8,6,8
2011/9/6,2011242,697,6,9,7
2011/9/7,2011243,866,8,6,6
2011/9/8,2011244,716,7,1,6
2011/9/9,2011245,80,0,8,0
2011/9/10,2011246,650,6,5,0
2011/9/11,2011247,684,6,8,4
2011/9/12,2011248,370,3,7,0
2011/9/13,2011249,358,3,5,8
2011/9/14,2011250,770,7,7,0
2011/9/15,2011251,251,2,5,1
2011/9/16,2011252,808,8,0,8
2011/9/17,2011253,560,5,6,0
2011/9/18,2011254,497,4,9,7
2011/9/19,2011255,68,0,6,8
2011/9/20,2011256,214,2,1,4
2011/9/21,2011257,818,8,1,8
2011/9/22,2011258,442,4,4,2
2011/9/23,2011259,365,3,6,5
2011/9/24,2011260,628,6,2,8
2011/9/25,2011261,189,1,8,9
2011/9/26,2011262,525,5,2,5
2011/9/27,2011263,928,9,2,8
2011/9/28,2011264,499,4,9,9
2011/9/29,2011265,80,0,8,0
2011/9/30,2011266,248,2,4,8
2011/10/1,2011267,501,5,0,1
2011/10/2,2011268,599,5,9,9
2011/10/3,2011269,399,3,9,9
2011/10/4,2011270,139,1,3,9
2011/10/5,2011271,355,3,5,5
2011/10/6,2011272,643,6,4,3
2011/10/7,2011273,416,4,1,6
2011/10/8,2011274,342,3,4,2
2011/10/9,2011275,360,3,6,0
2011/10/10,2011276,509,5,0,9
2011/10/11,2011277,265,2,6,5
2011/10/12,2011278,87,0,8,7
2011/10/13,2011279,241,2,4,1
2011/10/14,2011280,567,5,6,7
2011/10/15,2011281,481,4,8,1
2011/10/16,2011282,753,7,5,3
2011/10/17,2011283,436,4,3,6
2011/10/18,2011284,902,9,0,2
2011/10/19,2011285,632,6,3,2
2011/10/20,2011286,531,5,3,1
2011/10/21,2011287,429,4,2,9
2011/10/22,2011288,422,4,2,2
2011/10/23,2011289,455,4,5,5
2011/10/24,2011290,240,2,4,0
2011/10/25,2011291,310,3,1,0
2011/10/26,2011292,961,9,6,1
2011/10/27,2011293,98,0,9,8
2011/10/28,2011294,717,7,1,7
2011/10/29,2011295,624,6,2,4
2011/10/30,2011296,766,7,6,6
2011/10/31,2011297,42,0,4,2
2011/11/1,2011298,872,8,7,2
2011/11/2,2011299,567,5,6,7
2011/11/3,2011300,838,8,3,8
2011/11/4,2011301,947,9,4,7
2011/11/5,2011302,171,1,7,1
2011/11/6,2011303,385,3,8,5
2011/11/7,2011304,350,3,5,0
2011/11/8,2011305,10,0,1,0
2011/11/9,2011306,754,7,5,4
2011/11/10,2011307,261,2,6,1
2011/11/11,2011308,433,4,3,3
2011/11/12,2011309,268,2,6,8
2011/11/13,2011310,469,4,6,9
2011/11/14,2011311,539,5,3,9
2011/11/15,2011312,68,0,6,8
2011/11/16,2011313,180,1,8,0
2011/11/17,2011314,708,7,0,8
2011/11/18,2011315,330,3,3,0
2011/11/19,2011316,933,9,3,3
2011/11/20,2011317,134,1,3,4
2011/11/21,2011318,116,1,1,6
2011/11/22,2011319,443,4,4,3
2011/11/23,2011320,442,4,4,2
2011/11/24,2011321,944,9,4,4
2011/11/25,2011322,220,2,2,0
2011/11/26,2011323,724,7,2,4
2011/11/27,2011324,436,4,3,6
2011/11/28,2011325,385,3,8,5
2011/11/29,2011326,381,3,8,1
2011/11/30,2011327,791,7,9,1
2011/12/1,2011328,619,6,1,9
2011/12/2,2011329,838,8,3,8
2011/12/3,2011330,890,8,9,0
2011/12/4,2011331,934,9,3,4
2011/12/5,2011332,805,8,0,5
2011/12/6,2011333,246,2,4,6
2011/12/7,2011334,783,7,8,3
2011/12/8,2011335,762,7,6,2
2011/12/9,2011336,541,5,4,1
2011/12/10,2011337,724,7,2,4
2011/12/11,2011338,808,8,0,8
2011/12/12,2011339,613,6,1,3
2011/12/13,2011340,45,0,4,5
2011/12/14,2011341,961,9,6,1
2011/12/15,2011342,333,3,3,3
2011/12/16,2011343,920,9,2,0
2011/12/17,2011344,908,9,0,8
2011/12/18,2011345,580,5,8,0
2011/12/19,2011346,993,9,9,3
2011/12/20,2011347,533,5,3,3
2011/12/21,2011348,772,7,7,2
2011/12/22,2011349,781,7,8,1
2011/12/23,2011350,368,3,6,8
2011/12/24,2011351,145,1,4,5
2011/12/25,2011352,589,5,8,9
2011/12/26,2011353,12,0,1,2
2011/12/27,2011354,489,4,8,9
2011/12/28,2011355,488,4,8,8
2011/12/29,2011356,917,9,1,7
2011/12/30,2011357,193,1,9,3
2011/12/31,2011358,254,2,5,4
2012/1/1,2012001,309,3,0,9
2012/1/2,2012002,209,2,0,9
2012/1/3,2012003,750,7,5,0
2012/1/4,2012004,960,9,6,0
2012/1/5,2012005,135,1,3,5
2012/1/6,2012006,882,8,8,2
2012/1/7,2012007,880,8,8,0
2012/1/8,2012008,497,4,9,7
2012/1/9,2012009,166,1,6,6
2012/1/10,2012010,594,5,9,4
2012/1/11,2012011,315,3,1,5
2012/1/12,2012012,224,2,2,4
2012/1/13,2012013,317,3,1,7
2012/1/14,2012014,637,6,3,7
2012/1/15,2012015,180,1,8,0
2012/1/16,2012016,749,7,4,9
2012/1/17,2012017,538,5,3,8
2012/1/18,2012018,30,0,3,0
2012/1/19,2012019,45,0,4,5
2012/1/20,2012020,446,4,4,6
2012/1/21,2012021,967,9,6,7
2012/1/29,2012022,425,4,2,5
2012/1/30,2012023,633,6,3,3
2012/1/31,2012024,997,9,9,7
2012/2/1,2012025,755,7,5,5
2012/2/2,2012026,746,7,4,6
2012/2/3,2012027,263,2,6,3
2012/2/4,2012028,731,7,3,1
2012/2/5,2012029,100,1,0,0
2012/2/6,2012030,982,9,8,2
2012/2/7,2012031,195,1,9,5
2012/2/8,2012032,421,4,2,1
2012/2/9,2012033,865,8,6,5
2012/2/10,2012034,465,4,6,5
2012/2/11,2012035,369,3,6,9
2012/2/12,2012036,287,2,8,7
2012/2/13,2012037,978,9,7,8
2012/2/14,2012038,32,0,3,2
2012/2/15,2012039,757,7,5,7
2012/2/16,2012040,470,4,7,0
2012/2/17,2012041,664,6,6,4
2012/2/18,2012042,1,0,0,1
2012/2/19,2012043,525,5,2,5
2012/2/20,2012044,723,7,2,3
2012/2/21,2012045,26,0,2,6
2012/2/22,2012046,493,4,9,3
2012/2/23,2012047,642,6,4,2
2012/2/24,2012048,875,8,7,5
2012/2/25,2012049,808,8,0,8
2012/2/26,2012050,35,0,3,5
2012/2/27,2012051,302,3,0,2
2012/2/28,2012052,355,3,5,5
2012/2/29,2012053,663,6,6,3
2012/3/1,2012054,103,1,0,3
2012/3/2,2012055,712,7,1,2
2012/3/3,2012056,607,6,0,7
2012/3/4,2012057,608,6,0,8
2012/3/5,2012058,96,0,9,6
2012/3/6,2012059,269,2,6,9
2012/3/7,2012060,492,4,9,2
2012/3/8,2012061,763,7,6,3
2012/3/9,2012062,23,0,2,3
2012/3/10,2012063,128,1,2,8
2012/3/11,2012064,478,4,7,8
2012/3/12,2012065,775,7,7,5
2012/3/13,2012066,648,6,4,8
2012/3/14,2012067,193,1,9,3
2012/3/15,2012068,856,8,5,6
2012/3/16,2012069,693,6,9,3
2012/3/17,2012070,757,7,5,7
2012/3/18,2012071,759,7,5,9
2012/3/19,2012072,795,7,9,5
2012/3/20,2012073,69,0,6,9
2012/3/21,2012074,841,8,4,1
2012/3/22,2012075,537,5,3,7
2012/3/23,2012076,606,6,0,6
2012/3/24,2012077,388,3,8,8
2012/3/25,2012078,122,1,2,2
2012/3/26,2012079,457,4,5,7
2012/3/27,2012080,482,4,8,2
2012/3/28,2012081,922,9,2,2
2012/3/29,2012082,325,3,2,5
2012/3/30,2012083,116,1,1,6
2012/3/31,2012084,618,6,1,8
2012/4/1,2012085,912,9,1,2
2012/4/2,2012086,973,9,7,3
2012/4/3,2012087,544,5,4,4
2012/4/4,2012088,363,3,6,3
2012/4/5,2012089,80,0,8,0
2012/4/6,2012090,549,5,4,9
2012/4/7,2012091,220,2,2,0
2012/4/8,2012092,553,5,5,3
2012/4/9,2012093,2,0,0,2
2012/4/10,2012094,668,6,6,8
2012/4/11,2012095,588,5,8,8
2012/4/12,2012096,870,8,7,0
2012/4/13,2012097,861,8,6,1
2012/4/14,2012098,996,9,9,6
2012/4/15,2012099,405,4,0,5
2012/4/16,2012100,413,4,1,3
2012/4/17,2012101,695,6,9,5
2012/4/18,2012102,77,0,7,7
2012/4/19,2012103,301,3,0,1
2012/4/20,2012104,990,9,9,0
2012/4/21,2012105,382,3,8,2
2012/4/22,2012106,436,4,3,6
2012/4/23,2012107,728,7,2,8
2012/4/24,2012108,758,7,5,8
2012/4/25,2012109,120,1,2,0
2012/4/26,2012110,645,6,4,5
2012/4/27,2012111,810,8,1,0
2012/4/28,2012112,383,3,8,3
2012/4/29,2012113,70,0,7,0
2012/4/30,2012114,850,8,5,0
2012/5/1,2012115,86,0,8,6
2012/5/2,2012116,339,3,3,9
2012/5/3,2012117,665,6,6,5
2012/5/4,2012118,518,5,1,8
2012/5/5,2012119,100,1,0,0
2012/5/6,2012120,436,4,3,6
2012/5/7,2012121,694,6,9,4
2012/5/8,2012122,585,5,8,5
2012/5/9,2012123,234,2,3,4
2012/5/10,2012124,108,1,0,8
2012/5/11,2012125,143,1,4,3
2012/5/12,2012126,507,5,0,7
2012/5/13,2012127,985,9,8,5
2012/5/14,2012128,431,4,3,1
2012/5/15,2012129,368,3,6,8
2012/5/16,2012130,290,2,9,0
2012/5/17,2012131,527,5,2,7
2012/5/18,2012132,659,6,5,9
2012/5/19,2012133,347,3,4,7
2012/5/20,2012134,698,6,9,8
2012/5/21,2012135,987,9,8,7
2012/5/22,2012136,748,7,4,8
2012/5/23,2012137,517,5,1,7
2012/5/24,2012138,537,5,3,7
2012/5/25,2012139,36,0,3,6
2012/5/26,2012140,390,3,9,0
2012/5/27,2012141,214,2,1,4
2012/5/28,2012142,349,3,4,9
2012/5/29,2012143,185,1,8,5
2012/5/30,2012144,923,9,2,3
2012/5/31,2012145,628,6,2,8
2012/6/1,2012146,197,1,9,7
2012/6/2,2012147,502,5,0,2
2012/6/3,2012148,732,7,3,2
2012/6/4,2012149,31,0,3,1
2012/6/5,2012150,828,8,2,8
2012/6/6,2012151,140,1,4,0
2012/6/7,2012152,802,8,0,2
2012/6/8,2012153,746,7,4,6
2012/6/9,2012154,843,8,4,3
2012/6/10,2012155,267,2,6,7
2012/6/11,2012156,862,8,6,2
2012/6/12,2012157,15,0,1,5
2012/6/13,2012158,162,1,6,2
2012/6/14,2012159,543,5,4,3
2012/6/15,2012160,962,9,6,2
2012/6/16,2012161,369,3,6,9
2012/6/17,2012162,832,8,3,2
2012/6/18,2012163,643,6,4,3
2012/6/19,2012164,651,6,5,1
2012/6/20,2012165,364,3,6,4
2012/6/21,2012166,112,1,1,2
2012/6/22,2012167,212,2,1,2
2012/6/23,2012168,405,4,0,5
2012/6/24,2012169,12,0,1,2
2012/6/25,2012170,661,6,6,1
2012/6/26,2012171,242,2,4,2
2012/6/27,2012172,769,7,6,9
2012/6/28,2012173,887,8,8,7
2012/6/29,2012174,875,8,7,5
2012/6/30,2012175,976,9,7,6
2012/7/1,2012176,327,3,2,7
2012/7/2,2012177,694,6,9,4
2012/7/3,2012178,127,1,2,7
2012/7/4,2012179,921,9,2,1
2012/7/5,2012180,277,2,7,7
2012/7/6,2012181,847,8,4,7
2012/7/7,2012182,861,8,6,1
2012/7/8,2012183,245,2,4,5
2012/7/9,2012184,921,9,2,1
2012/7/10,2012185,309,3,0,9
2012/7/11,2012186,247,2,4,7
2012/7/12,2012187,484,4,8,4
2012/7/13,2012188,252,2,5,2
2012/7/14,2012189,83,0,8,3
2012/7/15,2012190,964,9,6,4
2012/7/16,2012191,558,5,5,8
2012/7/17,2012192,928,9,2,8
2012/7/18,2012193,944,9,4,4
2012/7/19,2012194,346,3,4,6
2012/7/20,2012195,626,6,2,6
2012/7/21,2012196,877,8,7,7
2012/7/22,2012197,639,6,3,9
2012/7/23,2012198,619,6,1,9
2012/7/24,2012199,503,5,0,3
2012/7/25,2012200,632,6,3,2
2012/7/26,2012201,803,8,0,3
2012/7/27,2012202,398,3,9,8
2012/7/28,2012203,583,5,8,3
2012/7/29,2012204,108,1,0,8
2012/7/30,2012205,295,2,9,5
2012/7/31,2012206,265,2,6,5
2012/8/1,2012207,30,0,3,0
2012/8/2,2012208,613,6,1,3
2012/8/3,2012209,641,6,4,1
2012/8/4,2012210,393,3,9,3
2012/8/5,2012211,843,8,4,3
2012/8/6,2012212,547,5,4,7
2012/8/7,2012213,297,2,9,7
2012/8/8,2012214,965,9,6,5
2012/8/9,2012215,284,2,8,4
2012/8/10,2012216,873,8,7,3
2012/8/11,2012217,253,2,5,3
2012/8/12,2012218,565,5,6,5
2012/8/13,2012219,152,1,5,2
2012/8/14,2012220,98,0,9,8
2012/8/15,2012221,351,3,5,1
2012/8/16,2012222,99,0,9,9
2012/8/17,2012223,93,0,9,3
2012/8/18,2012224,573,5,7,3
2012/8/19,2012225,652,6,5,2
2012/8/20,2012226,879,8,7,9
2012/8/21,2012227,485,4,8,5
2012/8/22,2012228,108,1,0,8
2012/8/23,2012229,149,1,4,9
2012/8/24,2012230,333,3,3,3
2012/8/25,2012231,908,9,0,8
2012/8/26,2012232,708,7,0,8
2012/8/27,2012233,897,8,9,7
2012/8/28,2012234,418,4,1,8
2012/8/29,2012235,422,4,2,2
2012/8/30,2012236,332,3,3,2
2012/8/31,2012237,739,7,3,9
2012/9/1,2012238,307,3,0,7
2012/9/2,2012239,810,8,1,0
2012/9/3,2012240,167,1,6,7
2012/9/4,2012241,247,2,4,7
2012/9/5,2012242,572,5,7,2
2012/9/6,2012243,237,2,3,7
2012/9/7,2012244,936,9,3,6
2012/9/8,2012245,749,7,4,9
2012/9/9,2012246,578,5,7,8
2012/9/10,2012247,514,5,1,4
2012/9/11,2012248,690,6,9,0
2012/9/12,2012249,412,4,1,2
2012/9/13,2012250,23,0,2,3
2012/9/14,2012251,195,1,9,5
2012/9/15,2012252,670,6,7,0
2012/9/16,2012253,466,4,6,6
2012/9/17,2012254,203,2,0,3
2012/9/18,2012255,132,1,3,2
2012/9/19,2012256,694,6,9,4
2012/9/20,2012257,773,7,7,3
2012/9/21,2012258,913,9,1,3
2012/9/22,2012259,340,3,4,0
2012/9/23,2012260,442,4,4,2
2012/9/24,2012261,401,4,0,1
2012/9/25,2012262,869,8,6,9
2012/9/26,2012263,799,7,9,9
2012/9/27,2012264,797,7,9,7
2012/9/28,2012265,419,4,1,9
2012/9/29,2012266,181,1,8,1
2012/9/30,2012267,343,3,4,3
2012/10/1,2012268,339,3,3,9
2012/10/2,2012269,625,6,2,5
2012/10/3,2012270,992,9,9,2
2012/10/4,2012271,140,1,4,0
2012/10/5,2012272,989,9,8,9
2012/10/6,2012273,667,6,6,7
2012/10/7,2012274,267,2,6,7
2012/10/8,2012275,447,4,4,7
2012/10/9,2012276,468,4,6,8
2012/10/10,2012277,994,9,9,4
2012/10/11,2012278,21,0,2,1
2012/10/12,2012279,538,5,3,8
2012/10/13,2012280,718,7,1,8
2012/10/14,2012281,438,4,3,8
2012/10/15,2012282,866,8,6,6
2012/10/16,2012283,166,1,6,6
2012/10/17,2012284,756,7,5,6
2012/10/18,2012285,997,9,9,7
2012/10/19,2012286,304,3,0,4
2012/10/20,2012287,271,2,7,1
2012/10/21,2012288,94,0,9,4
2012/10/22,2012289,34,0,3,4
2012/10/23,2012290,99,0,9,9
2012/10/24,2012291,199,1,9,9
2012/10/25,2012292,646,6,4,6
2012/10/26,2012293,61,0,6,1
2012/10/27,2012294,5,0,0,5
2012/10/28,2012295,103,1,0,3
2012/10/29,2012296,407,4,0,7
2012/10/30,2012297,156,1,5,6
2012/10/31,2012298,408,4,0,8
2012/11/1,2012299,925,9,2,5
2012/11/2,2012300,539,5,3,9
2012/11/3,2012301,706,7,0,6
2012/11/4,2012302,317,3,1,7
2012/11/5,2012303,764,7,6,4
2012/11/6,2012304,150,1,5,0
2012/11/7,2012305,42,0,4,2
2012/11/8,2012306,57,0,5,7
2012/11/9,2012307,974,9,7,4
2012/11/10,2012308,921,9,2,1
2012/11/11,2012309,71,0,7,1
2012/11/12,2012310,899,8,9,9
2012/11/13,2012311,743,7,4,3
2012/11/14,2012312,831,8,3,1
2012/11/15,2012313,743,7,4,3
2012/11/16,2012314,181,1,8,1
2012/11/17,2012315,371,3,7,1
2012/11/18,2012316,709,7,0,9
2012/11/19,2012317,315,3,1,5
2012/11/20,2012318,110,1,1,0
2012/11/21,2012319,286,2,8,6
2012/11/22,2012320,428,4,2,8
2012/11/23,2012321,936,9,3,6
2012/11/24,2012322,524,5,2,4
2012/11/25,2012323,889,8,8,9
2012/11/26,2012324,114,1,1,4
2012/11/27,2012325,656,6,5,6
2012/11/28,2012326,814,8,1,4
2012/11/29,2012327,310,3,1,0
2012/11/30,2012328,644,6,4,4
2012/12/1,2012329,595,5,9,5
2012/12/2,2012330,534,5,3,4
2012/12/3,2012331,382,3,8,2
2012/12/4,2012332,523,5,2,3
2012/12/5,2012333,744,7,4,4
2012/12/6,2012334,6,0,0,6
2012/12/7,2012335,493,4,9,3
2012/12/8,2012336,250,2,5,0
2012/12/9,2012337,576,5,7,6
2012/12/10,2012338,97,0,9,7
2012/12/11,2012339,294,2,9,4
2012/12/12,2012340,46,0,4,6
2012/12/13,2012341,204,2,0,4
2012/12/14,2012342,373,3,7,3
2012/12/15,2012343,296,2,9,6
2012/12/16,2012344,293,2,9,3
2012/12/17,2012345,896,8,9,6
2012/12/18,2012346,992,9,9,2
2012/12/19,2012347,576,5,7,6
2012/12/20,2012348,851,8,5,1
2012/12/21,2012349,266,2,6,6
2012/12/22,2012350,676,6,7,6
2012/12/23,2012351,35,0,3,5
2012/12/24,2012352,123,1,2,3
2012/12/25,2012353,823,8,2,3
2012/12/26,2012354,779,7,7,9
2012/12/27,2012355,636,6,3,6
2012/12/28,2012356,546,5,4,6
2012/12/29,2012357,194,1,9,4
2012/12/30,2012358,554,5,5,4
2012/12/31,2012359,309,3,0,9
2013/1/1,2013001,203,2,0,3
2013/1/2,2013002,670,6,7,0
2013/1/3,2013003,166,1,6,6
2013/1/4,2013004,760,7,6,0
